polarity,text
4,@davidrules04 not today nopes haha  just getting some work done
4,"@sebdude... if pb prices drop, you can just move over motherboard etc from the 10inch macnetbook to the 12'' pb and have  a sick machine "
4,@KatieTenkate @hannahdare Hey you can update your facebook status using your Twitter updates. Will ignore replies and direct messages. 
4,"@Mpieters I find it funny, cause to me NO site is best viewed in Internet Explorer "
4,Three Projects in Development for Launch at San Diego Comic Con This Year!  Hope we see you there. . . 
4,macbook is going off now; wish @LikePacDiv a happy birthday everyone  see yall for another round when i surface tomorrow
4,@Bellarrr http://twitpic.com/3pfsn - AWWWWH  /steals
4,@jamietworkowski Brooke Fraser as in from NZ? you should totes try write a song together haha 
4,"@regravity You mean since 2 minutes ago?  yeah, I am haha"
4,Just wrote an epic essay for Philosophy class. Will share on my blog after submission date. 
4,"After much, MUCH deliberation, I've FINALLY decided who gets my X tomorrow "
4,Hmmmm cornflakes with blueberry yoghurt  http://twitpic.com/3pfxz
4,@scottiejen at least mine didn't stop!  hola by the way!
4,I'm eating chocolate brownie Ice Cream... soooo good! And after going to the gym no less. My life makes no sense and I like it 
4,"Don't know why, but its quite a stressful day today. "
4,@cherlyn0217 Thanks for this! Sooooooo true.  And good morning.  
4,@ toosweet4rnr @OneLuvGurl &lt;=thank you Queen  Cheers ladies =&gt;@ladypn @photogurrl @patricia_coelho @melloma... ? http://blip.fm/~4onxf
4,@Acousticore though we're gonna see it tomorrow i guess - or are u going to wait till 3? 
4,"no one around me seem's to understand twitter, but i'm pretty much addicted "
4,@marcobarra @robwatts @davefreeman @henweb I just started this twibe: http://twibes.com/SEO_UK just re-tweet this link to join 
4,will be interviewed on CFRB 1010 today at either Noon or 1PM to talk about the Ahmedinejad speech and perhaps my middle finger's role 
4,Im ready to start deleting history from my life starting w my Phonebook uh oh its spring cleaning 
4,Just heard on the weather that our April severe storm season is over.  The shift in the jet stream seems to be responsible for this.  
4,"Theatre was much better than expected. Quite enjoyed it. Then again, I was going in with extremely low expectations "
4,ugh! updating my profy.. 
4,"I wasnt able to make it :-&lt; i was in a car accident. Black eyes &amp; red carpets, dont go so well "
4,wearing these hight heels  !!!
4,"@Kirsty_H_99 Brilliant, glad they turned up in time "
4,"Beautiful day outside, off to play Florence Nightingale next door and then murder some snails   More blogging later "
4,@anthonybaxter get me i meant 
4,@cnostaw isn't it worth it? 
4,cant wait till julyyyy 
4,"Winning the lotto would also be a really nice option, if it happened... "
4,finished french project!!! YAY!!!!!! 
4,@sternchen_001 she's great  please visit www.youtube.com/Linapalmquist xo
4,"Back from a visit to town, its nice outside here now "
4,@AliceBartlett yes! i win. 
4,"WHEW I made it through another boring monday alive  sweet dreams, kiddiessss!"
4,going downstairs to discuss the tent situations for camping  wooo
4,@survivor91 ummm like 200 votes pwease???? 
4,@safzoro You mean Peach? 
4,"Just want to say that my little son is so cute. Okay, now move on. "
4,@PoisonIvy69 Oh! Thank you 
4,@thealso Hi! How is the artic adventure going? I'm glad that you guys got to Nordkapp safe and sound 
4,"got a picture to workk, time to sleep a bit, big day ahead "
4,Bom dia  Who wants to fight me?
4,"@loisheilig GM, The coffee is on, it was my turn "
4,Spring Harvest 09 Iscape was amazing thank u guys 
4,@living_autism haha! That would be nastily processed 
4,@Basilakis grats dude welcome 
4,@FizzyDuck Groan!!! 
4,@iMWConnect Thanks for the retweet yesterday - much appreciated 
4,@tintinnya: i can see clearly now..the rain is gone 
4,bought my ticket to Bro River Cruise  It's a cocktail-party  Can't wait! 
4,@anystab I know what you feel right now. Everything will be fine! 
4,"@poprepublic Cool, glad you like! Do you have MSN? dhnriverside@hotmail.com - add me and we can have a natter "
4, I'm smiling because I lost! I lost 24 lbs. so far! Join the thousands of losers! http://bit.ly/vWDW2
4,happy birthday to meeee! turning 20 today 
4,Tom has joined the alligence of twitter 
4,@mileycyrus http://twitpic.com/3pf7v - Oh ! You look so great girls 
4,@Cheapflights_uk still looking 
4,"@zohramoosa Well, leeks are good "
4,I've tried to convince him. Now I've given up and am just living my life 
4,see ya all tomorrow  goodnight ! 
4,Morning everyone 
4,Ahhhhhhhh *starts swaying*  ? http://blip.fm/~4onxp
4,Never thought that this would ever be said of me. &quot;You are now following 200nipples.&quot; 
4,"@Shivnav   lmao,  oh ok then "
4,"sister has been in to visit, now have to plan the art auction for 2 weeks time....150 pieces donated from UK artists, so kind "
4,has just knocked off... am going home! yay! 
4,"@igorajdisek I did it manually... actually, I retweeted from you and deleted the via... since it was too long  sorry bout that "
4,@richchetwynd thanks for retweet  just to frame that referring to personal branding
4,@an_archi As I know you... Microsoft ! 
4,@MandyyJirouxx  hey shmanders 
4,"In Starbucks with my gorgeous wife, latte and banana and nut muffin "
4,"@keLee lolz it's 5.30am here, btw, your bio's really interesting. Brains + Brawn. Bravo! "
4,@joewcs http://twitpic.com/3pdex - great pic Jose!!!! Glad you had such a good time! I am jealous 
4,"@deadlymedia wel, welcome back to London. Already replied "
4,@miizronnie fair nuff. Do some research on the caps before u ask. Lol I got me some Oreos 
4,"@tamalam if you love the 80s, be warned, the site can be very addictive. Join, Create a profile and have fun "
4,@markpank either that or i should rethink my wording. 
4,@pd1001 I am good thanks...oh gardening is nt my strong point - good luck with that! I cut grass and water house plants that's it. 
4,@rockstv_melissa Cool! I'm really looking forward to the new book 
4,@kirsty_wilson neato  will play with twibes tomorrow. should I be coming to @tweetupmellers?
4,"is two seconds away from sleeping in class. Okay, gone, slept "
4,"@GossipChicago gooooooooood morning Chicago!!!!!!!!    Hey, do you have a website?"
4,"@monstrocity  u can organise ur followers, put them into groups. making it easy to prioritize  and u can upload pics, advertise!"
4,"@strongscotch I am a sweet naive innocent, I have only read about such things "
4,@CocoFontana we '  re talking about her  ))
4,wants britney to come back to tacoma 
4,@ladygaga Thought your performance on Jonathan Ross's show was great! Keep the great music coming! 
4,@tommcfly @dougiemcfly @dannymcfly @mcflyharry Good luck for tonight 
4,"Chin up... I'm playing at Hugo's tonight Lonsdale Road, NW6 6RD nr Queens park from 8pm with the Bob Stuckey Band "
4,@ArielChloe well another sunny day i could get use to this time off work maybe i wont go back they wont miss me 
4,@Mels85 come on msn &amp; I'll give you the link 
4,"yes twany, have a lollipop "
4,@pd1001 no no it's a xantia 
4,Anyone has a UFC 98 ticket for sale for me 
4,Is cacti is a good supervisor for a PHP noob like me ? That's the question !! 
4,@whitsundays cool thanks for that I'll check them out later 
4,@raymondso any day pretty much 
4,"Hello @mi5networks, welcome to Symantec. http://bit.ly/2magy "
4,got done watching Greek. off to sleep now. goodnite! 
4,"@cityrat59 cool, I think yo will like it "
4,"Barnardos oops! http://tinyurl.com/cylvcg -oh well, no real harm done! "
4,@heyiloveyou Ooooh.  Hahaha.
4,@JenniferJChung yaaayyy you look wonderful!!! come back to the bay again and perform! 
4,@kesouthall Oh thats nice. @icedcoffee must have sore knees though 
4,at my mums house... just had dinner.. nearly finished zelda on my ds 
4,@MarketWelby we sent everything out  a few times please get in touch with the team not to worry we will take care of you 
4,@khanna ofcourse 
4,at school  ! everyone is on face! mada mad mad ................
4,"btw, don't want people to get the impression with all this beer talk that i'm a raging alcoholic...i just like beer. a lot "
4,"@robscotford What? Gods got a shit Nissan! Ace! And if thats his way, the answer might be a solid 'not yet!' "
4,i'll lay away and i'll watch the stars as they collide 
4,Gonna upload britney pics then bed time!! Go comment. 
4,Don't forget I can get replies you post on your tweet 
4,My first day in Twitter It will be interesting I think So do you want to see my hometown?  http://www.admkrsk.ru/doc.asp?id=12
4,"So, two weeks away.  What did I miss? Anyone get a new job?  Anyone win lotto?  I have new followers.... will check when home  thxthx"
4,@ExocetAU yup next neeexxtt wknd! i'll send you the invite! hopefully i get enough people to come so it doesn't suck ... but not too many 
4,This is actually a pretty nice lecture 
4,@TheDudeDean Why thank you. I love it too 
4,@trelali Leah Backstory. 
4,my hair smells like girl scout cookies. 
4,http://twitpic.com/3pg2j - IMG00373-20090421-1019.jpg The final cut..at your own risk 
4,"@orange_hat Twitter is just a sickly methodine compared to the epic facebook addiction, but well done, you are on the road to recovery "
4,@mileycyrus very nice. 
4,"@DominicFinn Was thinking some time in May, maybe on a Saturday night. Then off to Pizza Express and beering afterwards. "
4,"Im working in my 2hrs a week study time, honest I am boss! See all the NVQ as my hand flies across the page? Love it "
4,Watching The Biggest Loser 
4,Enjoying the peace and quiet before my children wake up for school 
4,"miss you,honey! "
4,@akintundedisu thx for the comment rt 
4,SUNSHINE AGAIN 
4,@ichverstehe exactly the reason why I'm using it  WordPress feels too bloated.
4,Check out our Great New Lowever prices www.digigonzo.com 
4,"@NinaSpink Yes, I use them for our archive shows and dj mixes.  http://soundcloud.com/housecollective #soundcloud"
4,"Wow, another BB Storm OS leak (from .122 to .131) with good findings. Will load it to my #Blackberry it later today "
4,brb need coffee 
4,"Contemplating goals, art and the weekend! ...yes, I know it's only Tuesday "
4,Start Up challenge next week...http://www.startupchallenge.fr/ 6 minutes to convince &amp; incisive slides to prepare 
4,"is thinking of what to do next, musically... i have done a dreamy acoustic song and a piano-based cover... maybe mexican ??? "
4,@alexjs perhaps your handshake is just particularly weak? 
4,i wont lose sleep over it.. lol.. well.. hmm maybee.. ready to climb into bed! 
4,@Random2u Thanx Honey! hows ur day 2day? ...or night? 
4,@fudgecrumpet what type of cake ?can i have some.lol 
4,is looking forward to Stephen's magic Taco's tonight  Sorry about the minging spag bol last night.. the thought of it makes me want to vom
4,"@JamesOf83 Ahem, cough. http://tinyurl.com/cqnyuy "
4,"@cathyjh Okie dokies, nighty nighters, have a good day! Love you xxx "
4,@gelzie whoa! okay lang yan buddy. The view must have been great! 
4,I just got back from the dentist O.o apparently its all good for now   now for more nachos 
4,@frontofmonitor  ahhh that was awesome *i would love to of been there* 
4,morning guys  had a very entertaining evening! haha! why am i still smiling?!
4,drinking champagne.  Just for something different  
4,@shedworking Thank heavens - not just me who doesn't understand it 
4,@secondhalf46 Guessing the sun is shining in Hull?  Prof Grant is a bit of bbq expert ye know ;)
4," @weselec My avatar can't figure out what you people are, either. http://tr.im/jj70"
4,@CocoFontana but i really think she won '  t do this 
4,@firebucket I haven't had to reinstall Windows in 5 weeks 
4,Busy preparing myself for an awesome coaching session. I'm so excited! 
4,"@JamesAMac better than signing up because, say, @oprah did "
4,@jacvanek everything is going wrong but we're sooo happy 
4,@mileycyrus http://twitpic.com/3pf7v - thats cute  ur beautiful hun
4,"http://twitpic.com/3pg32 - @lesley007 - here's some sun my dear, i'll bring some back.. "
4,@TeresaGar good luck 
4,"@zzap I used http://friendorfollow.com.  Didn't delete everyone who wasn't following me, just some I wasn't interested in anymore. "
4,@DoctorKarl Photos look great. You look remarkably fresh amongst all the Gaudi in your loud shirt 
4,Jamming to some random Band 
4,@LexaKaren tell me the channel !! 
4,"Working on a song for a friend, or rather the design, REALLY taking Photoshop through it's paces here  But it's fun!"
4,hooray.. i love photoshop actions &amp; scripts-- i can read blogs &amp; watch videos while photoshop &quot;works&quot; for me 
4,if you do the Enneagram  profiling test could you let me know what type you are? 
4,"@Fern_Britton You look so slim in that dress, boobs look big though  Mixing with royalty today one can see"
4,"@MiroC Hello, How are you? "
4,@ap4a I think they are catkins so that must be a hazel tree?  also known as lambs' tails 
4,"@cmbaldwin morning. Go and email me some sunshine will ya? Go on, share!!  Have a good day whatever it brings"
4,"@mcraddictal haha so sweet,thankyou btw! im thinking about u when i was listening &quot;my heart&quot; too  yeaah i love u too buddy XD"
4,"My favorite asian, @AsianDavid, is now on Twitter. "
4,@maroonedcityluv  get back to work girl and stop twittering leave that to me  when you gonna upload the photo i took of u wall display
4,watched TMNT with Megan last night. awesome 
4,@jacques just need 1 test that's all 
4,Why not!!.. @scottcampb :Some idiot is sending me abusive texts. Want me to post his number? 
4,"@SandyCristel oh, I agree with you wholeheartedly "
4,@jasontancy and dinner at 10  cos i sleep at 3am and wake up at noon.
4,@tranquilized09 one I think I'll join you 
4,@nys15 how many keen twilighters are in line with you knoxy? 
4,grrrrrrrrrrr traffic. time to get to office. later 
4,@t0nym0rtimer sounds like you had a good time dude 
4,"Alright, heading to work to deal with the hour long traffic and the 8 hours of hell. I love it! "
4,"is going to take a shower, then go up to the university to pay for his Graduation tickets. Almost over! - Magic all the way from now on! "
4,@jennafrank don't buy! Borrow  Nearly everyone has them..
4,@mashable did you get my fb message? 
4,"@JaciWalker I'd like #Bones and Booth to come together, and then deal with what happens next. Sexual tension can still exist after that "
4,"@CLIOAwards I have a lot of favourite ones, like 45 or 7 .. But what I like more, is how you display data after answering a question "
4,i should sleep but im watching desperate housewives... 
4,goodbye twitter..  see you when i get to hk  haha!
4,@lzne time to change pic n show ur pretty face... 
4,"@mileycyrus Nice masks... I think you need to go dance now with 4 of your friends, and make the Fab-awockeez! I'm copywriting that "
4,glad the headache has gone away. must be all that SQL in my head. climbing tonight.  still loving this:  http://www.secrettweet.com/
4,is tired but had a happy day 
4,@hannah_bo_banna  you did win the prize by the way-email me your address and I'll out it in the post ;) (I don't wanna oversell it though)
4,@KiraRockReaper I have Bonnytoun and we're making progress with the boys and the play 
4,@ArundhatiB   Courtney! 
4,@imrananwar no sorry  i mean i was taking a cheap shot at the reporter. its a dumb question but its often obligatory.
4,@ESETblog your Rofl/lmao amused me  xx
4,"@BIGWILLSMITH - thanks for the reply,  anyway im long way off in good old England, so,..... Hi...and thanks again, "
4,Moony - Dove 
4,i am on FFE  (L) them Jonas
4,@sookio thank you for this nugget of delight.  O joy 
4,is getting ready for the trip round Europe (sounds so tacky) 
4,Twitter is cool! First time using this ...i got this because of ellen 
4,@mileycyrus http://twitpic.com/3pf7v - Nice mask  Where did you get it?
4,People.  I'm Going Off Soon.  Break Now Finally . Ciao
4,"@TheGreenWelly I did and I did, can't really miss it can you "
4,back at work after a week long break.. 
4,@hsl @skyfirestudio Local newspaper? Which one? I am not aware of anything  Thanks guys.
4,Watching Saturday Night Live: Wii Guys on Hulu: http://tinyurl.com/aaj2pa  LOL! 
4,"@mileycyrus You are so lucky, i Hope u know that "
4,"God loves you, but I am His favourite "
4,"kirsten has passed out (ouch) and gone to doctors, being drop dead gorgeous is a lot more dangerous than it used to be!! "
4,@jonone100 thanks 
4,@_robin_sharma my moto would be &quot;sometimes when you lose you win&quot; 
4,@cheezo I knw  Actually managers were on leave for whole of last week... so lots of parties in last week n now lot of chocolates 
4,Toying with the idea of using toolbar to improve metadata on existing images. That'll be a toughy for down the line I think 
4,@palinn u could have shortened that up by saying 'why mashable talks twitter only' 
4,@ManuelViloria or their exercise and enjoyment of their rights therein 
4,"well i am recovering  from G.E.D. testing two areas taken to boost up my points , i had better have defeated the remainder of 30pnts. :&quot;}"
4,I'm learning to love this summer. Haha  And I'm afraid it's going to end in a snap 
4,"Note to self, change that bloody picture  No longer halloween"
4,@Ste1987 Have fun!  Their show looks awesome.
4,@Catastr0phik http://twitpic.com/3k6gg - lovely. dear u'll learn soon keep trying 
4,@missmonnie Just think of all the fun things that can be done in a shower 
4,Just got back to the hotel. Sooo tired. Night! 
4,playing cabal online 
4,@WinonaWiefel (st)riiiiiiiiing. Holy banana. YES - MADLY !!! Make sure you�ll be there  Don�t cut off bodyparts meanwhile.
4,this webcam is kinda crappy ;( but on the otherhand - it works 
4,good morning tweeps. skipping the gym this am to write some. Dont worry though....Treadmill Punishment to commence around lunch time 
4,@Jamiebower Just found you on twitter and thought I'd say that I think you're epic. I loved you in Sweeney Todd 
4,"@konghee hi Pastor, i enjoy reading your blog! awaiting more "
4,@boomerjack hehe... I just happened to come across it while parusing through my feedreader 
4,"@tillah You look real pretty there!  Watching a cute movie, what's you doing son? I'm bored and cbf following people but you babe."
4,FYI-it's really freaking wet outside. Bring an umbrella when u go out this morning 
4,"@danbjorn I've seen that too. Not too sure how got it is for the signal, paint just doesn't seem reflective enough "
4,"@jugh yeah, it's going nuts "
4,@GrumpyWookie I guess the '140 limit' is good for more than just characters 
4,"@dannywood great, Danny! may I be one of the crew? we share birthday! me too 14 May! "
4,@Kris_Rogers i hope you picked the snakeskin ones 
4,1st season GG &lt;3 
4,this pic is funny http://bit.ly/Y1GpP 
4,@fusedreality You paint a scary picture dude which I can definitely relate to 
4,@zombiesheep If you are going to fight piracy do it with... a gun boat. 
4,is going to have her lunch break 
4,lokking for new Jonas Brothers song. ) hope I'd find one! 
4,@juliansimpson That's something you don't hear them chant as they band their tamberines... 
4,"@erincharlotte beautiful heart 2 help us...  PLZ HELP ME, i will be heavily indebted 2 u and would do the same if u asked... "
4,is heading for fame and fortune. 
4,goin to bedd  wednesday with the boy  GOODNIGHT
4,@dougiemcfly TOUR!!!!!! woop woop  Have fun! Im so excited!  Love You x
4,is loving the unvailing her hidden blessings!  &lt;3
4,Amazon just shipped my batting and fielding softball gloves... sweet 
4,just got twitterrrrrrrrrrrrrrrr 
4,"@rcdiugun well,will be there until Thursday noon. "
4,@Documentally thank you 
4,"@rustyrockets saw russell at the o2 friday,amazing!i was in sydney when he was there but couldnt get tickets!mischievous,spontaneous "
4,"@PaulKinlan Twollo is a nice concept, but a better web interface would go a long way to being able to 'tidy' the auto followed users "
4,Yay surfin bird! thank God for Seth Macfarlane 
4,@twobeerqueers thank you? ai ya yayayaya.. so i'm just listening to lovely reggae music at your touch? 
4,@OfficialAshleyG 'Misery Business' by Paramore hahaha its so great  just like you hahhahaha ;)
4,@dustyedwards mornin' 
4,In health and social with katy 
4,getting ready for a long day at work!! 
4,@SOOMOO99 tbh i think player-wise we're not far short; it's more attitude that was the problem.  and we know billy's got lots of that 
4,is soooo done with work today!  YEAH!!!! Earlier than expected!   Life's good!
4,Try not to punch the sky while listening to this  ? http://blip.fm/~4oo66
4,@VegasBill I was there 
4,@Drisk http://tinyurl.com/c85mzs its sooo fuuny 
4,@rtmfd Thanks for the reply (Case 2565). Job done 
4,2.83 million darts thrown already! Considering that I expected to hit 2 million in May we seem to be doing pretty well! 
4,"Twitter, baby, keep me company until midnight, yes? "
4,@JoelMadden lovin the new hair 
4,"@NillaDrop Yeah, the economy is hurting everywhere. I like playing minigolf.  It has been awhile tho. Dang, Metro was so cool in the day"
4,@Susanne81 You have a picture of a lake and a boat? Right? hehe 
4,"Another day, happy to share it with y'all. "
4,"@konghee wow. that's a lot of messages! take care Pastor, will be praying for you "
4,"Manicures: check. Girlie movie staring hot guy: check. Wine: check. Dorito's: check. = typical Helen and Nat night, loves it. xoxoxo  "
4,@xcherie um cherie bby.. it's just instructions for the 'dirty face soap' from my showbag 
4,"@mayschool Oh yes, I am ready 4 some nice hot coffee..cream &amp; sweet &amp; low please. "
4,@snedwan @morigue thanks for the #followfriday mention! 
4,@renailemay leaving the discussion to cook dinner? Laptops were built for kitchen benches 
4,"@Jenra6 Morning!  It's such a lovely day, I'm glad I'm spending it going to the dentist then writing my chapter "
4,Gonna get an early beer 
4,@cheezo it wud wise to call u twitterbaaz now 
4,@SwissCow86 your welcome and goodmorning 
4,is going to sleep early for once... 
4,Quacky. quakedy quack quack. 
4,Is waiting for her Holidayyyy 
4,"@Lousia : l'Urkraine, c'est cher en Roaming... lol "
4,Latest Pew &quot;The Future of the Internet&quot; report (shameless self-promotion; can't believe they actually quoted me  http://bit.ly/umBHv
4,@sarahmaclean Finished The Season!  I'll review it soon.
4,Had a great work out today! Feeling Strong 
4,@tommcfly TOUR!!!!!!!!!!! woop woop  have fun! Im so excited! Love You x
4,@cpinto Okay.. I went the extra mile and actually did a mockup of one of the things I was talking about.. :p You should be getting it now 
4,@KyleTully Cool! which part of Au do you reside? Eager to visit Au though 
4,@soulserkut thank you 
4,"Back later than I wanted tonight, ah well, catch it back tomorrow "
4,Auto waschen  #clean  http://twitpic.com/3pgaa
4,@kazaroth I quite like them too. Because I like that one song. 
4,http://twitpic.com/3pgae - more than words .. 
4,is back in Belgrade 
4,Finally getting more &quot;Photoshop Savvy&quot; haha... I love it! 
4,@tommcfly Tom do u think you could listen to a few of my songs sometime to tell me if they are alright it would mean so much  xx
4,i'm beached as bro      fush and chups 
4,@sporkula the way you make me feel 
4,"@tommcfly agggh, can't wait for tonight!  I'm sure you'll all be awesome!"
4,"Left 4 Dead Survival Mode is insane! If you can't download it, switch account, load L4D and download update then switch back. Done "
4,"@calmer410 Guitar Hero is tooooo easy, O2Jam nicer  But Halo is still the best."
4,"@Aqua_Nautical well, if you want more, you can always post all your jokes. haha "
4,@SundeepToor - Good morning to you! 
4,@suburbanmum it is great that feeling isn't it. Tends to boost the old self esteem 
4,"@FizzyDuck You're really missing out, not that I know anything about it "
4,@survivor91 oh yeah right! i remember. ok i gtg go now! vote for anoop as you promised ok? thank you soooo much! you made my day! *hugs* 
4,@skl8em at work! http://tr.im/jj8W 
4,MUCH warmer walk today. T-shirt and sunglasses no less 
4,Heading to Mustafa shopping centre in bus... And with iPhone in hand ... Wondering how to use this time 
4,"@x_Kateeeee im sorry, but it's really hard to tale you seriously with that display picture lol. but still, thankyou "
4,"@Khaled Comon man! You know this is Saudiyah, your home town!  &quot;Insha-Allah&quot; means when we get around to it!"
4,"woohoo finally broke through the average reader value of 40 per day on my blog  hey, we all have to start small!"
4,waiting for people to come 
4,"@resoundsound Finally, man. Good work! "
4,@van94 Then what are you doing? Sleep! Hahaha. 
4,"muppets movie, 4 am. I have two lighters, one with aquarius written on it and one with a my little sticker pony on it, its head tore off. "
4,@rutty_uk still 2 left! Just got a choc bar as well  Thanks mate!
4,"@shiminay what wordpress theme did you go for in the end? Let me know if you find any decent plugins,please "
4,"Glad to say my hair is nearly black again  (and it's shorter, too!)."
4,i will demonstrate #FingerApp in http://iphanatics.com tonight. Drop by to say hi if u r free 
4,is so tired! Had boxing lessons with Genille a while ago. 
4,@kristwhy  &lt;3 Brizy tomorrow will be fun baby ! enjoy okayy?
4,@awesomepam Hmm... I'll check how much I paid tomorrow. 
4,"@monicaguiti Well, I'm out here for rehearsals. I wish I were in LA though, the weather seems so nice out there right now. "
4,Bohr is protecting Patrick while he sleeps  http://twitpic.com/3pgav
4,is going to see 17 again with tam 
4,"@StampfliTurci Rape and murder, but I got off with a short stretch, community service 1 day "
4,at work looking over live search maps 
4,"Looks like the L4D title update is live, Awesome "
4,@smorsi @buggins42384 @cinderella_hope Ali Sweeny on Days of our Lives has Twitter follow her http://twitter.com/Ali_Sweeney hehe 
4,"oh forgot the license, finally a project were I can use the http://sam.zoy.org/wtfpl/ License "
4,"@ScottBurke No worries, you'll do great!  I have faith in you."
4,@ChrissyIannuzzi Thanks you too! 
4,"my break is coming up. That mean only one lesson back. Finally! Think I will go into class now, to be safe "
4,@dotmariusz yea I'm all for Italian food  my sister married into an Italian family &quot;nomnomnomnom&quot; lol
4,Just lived through 2 days of Insync09 - Oracle's informal marketing event for Australia  Miss Universe was downstairs though
4,glad to have Paula as a follower 
4,"@VeronicaFitzHug Hehe, now you put that song in my head "
4,@zoniczulu think @jonhickman's on his tod in there at the mo... i'm in the den listening to MC Hammer... 
4,Greetings starfighter. You have been recruited by the star league to defend the frontier against zur and the kodan armada. Watching tv! 
4,oh am writing a story about @JonasBrothes =p it rockss 
4,@VegasChristian I've been good..  can't wait to head back to Europe ..  change of scenery 
4,"@creepycruelme bom dia, Mon!  A different approach on our daily exchange? *"
4,@_Cantus_ You are very easily distracted tho' Cantus! Look! A squirrel! 
4,"@katysam Hi, you know me as deluweil from lj, I'm glad to find you here  And really? Jared shaved? thought he'd last at least till home"
4,"@hirvy Sweet about the dinner hoook up, I'll talk with danielle ... "
4,@Jessicaveronica wooo enjoy it babe 
4,"Life is just a party so come as you are, dress it up or dress it down dont forget your guitar ! - Hannah Montana The Movie soundtrack ! "
4,"@jamespierce not yet mate, went around the lake for a bit of a tour first "
4,"@scottbert  Remarkable, since even Wikipedia gives that Fanta fact and half their problem is relying far too much on dud Wikipedia myths "
4,"@zandradee I am guessing rather well!  The bitter/bile index for the IC has dropped at least 50% since I left, blame Ian for the rest "
4, Nice and sunny. Love ittt.
4,making a cake for my sister 
4,Got an interview next Tuesday!! woo!!! 
4,"@Lastwanderer and I'm glad you agree with me, General. "
4,God day everyone! How are u doing today? 
4,http://bit.ly/199D0c just updated my site 
4,"@MaryJeanLA I don't know, my dear. However, I am know happy to know that they are ticking together "
4,@smashingmag thank for your liking to the twitter integration to wordpress blog comments article. 
4,Replacing BB Sounds with Twitterrific ones 
4,@Iconic88 you forgot to add yourself to the list 
4,"Sell, my phoneapplicatio seems to sork "
4,"Upppppps...Freudian slip indded, I menat &quot;riding my bike&quot;, off course, not &quot;riding my bick&quot;, alhough it should be interesting to try "
4,@glynmaclean I have funked myself onto twitter now too mate.... It's Rick here 
4,"@dbrodbeck Tx, I'm using #PeopleBrowsr, so not install needed.  Have you thought about doing a 5min prez @ Ignite Sault? You'd be great"
4,"@MetaCuatro Spent a week with a wise man from Kenya do something 4 him his words: Uugi = Wise, Ooga = Truth, Kirimu = Fool Hope we meet "
4,@Nikhilambekar I know its a joke Nikhil !!!!!!!  but I was wondering what made you say that ..
4,Good luck to everyone playing baseball tonight! Let me know who wins 
4,@Schofe just looking out for you  hope you are well xx x
4,"after that invigorating Jay-Z track, i feel the need for a little [Tenderness]  @xtcdukes &quot;@beavette-nice smo... ? http://blip.fm/~4ooal"
4,@rebeckajirle just send the e-mail addresses  in a dm
4,@Amraz Where'd you buy it? Can I borrow it next time? Pretty please?  I want Oklahoma! on DVD...
4,@Byrnie It's going to be one of those weeks but at least you've got an evening's entertainment where you don't have to travel! 
4,"@FinnPoitier and if you have a secret, Winona gonna help you keep it  I'll be there and you can whisper it.. hihi."
4,"is at the library. Just finished school. Saw nightmares last night. First the end of the world, then earth quake. What's next? "
4,mr.boi is back!!! i'm so happy 
4,"Nothing gets the adrenaline rushing like a short-deadline, high-pressure project... yeah, I'm a geek "
4,"@gilltaylorphoto My money's on it being an issue.  Also, WEP is horrendously insecure.  I feel a trip to Stafford coming on... "
4,@jsgisdev thanks 
4,Seeing McFly in 17 Days at Manchester and then again in 60 Days at Nottingham 
4,"@mayank That's what D. Carnegie was talking about in his book &quot;How to Influence people and win friends&quot;. No give at first,no take at all "
4,@it_aint_kansas LOL! Sorry... 
4,@RubyRose1 - What are you getting?  You'll have to post a pic for us? 
4,Fun times tonight! 
4,"@weblivz Even better, the ones that say &quot;Must have at least 10 years .NET experience&quot;, and it's 2004 "
4,www.flickr.com/discosavedmylife  check my photogs  ox
4,"- sitting on a plane... en route to MIA and then on to SJO. Nap time!  in Carolina, PR http://loopt.us/iRL3ZQ.t"
4,good mornin' 
4,@rubenerd nah games are for people who are kickass and want to own a massive sword in a virtual universe  HADOKEN!
4,my dad bought me a icecream.   mike poulin you are epic.
4,@thaisonbauman I see 
4,off to work ! only 2 more days of work for me  
4,sold my car today..very happy 
4,tomorrow morning please dont come.. can just the afternoon arrive early?? that would be nice and stuff 
4,@xxloverxx ps. that made me smile 
4,@indiaknight @jojomoyes So long as that doesn't mean 'an opportunity to make you finish your maths homework at long last'. 
4,"@DScribezBHHP Oh wow, Thanks "
4,@callmelol HAHAHAHAHAHAHAHAHAHAHAHA. how obsessive  well I'm off. xx
4,is glad the media blackout is over and he can go back to being a proud uncle 
4,should be doing uni work but twitter is better 
4,"Please make sure you actually *read* the event info on facecrack - http://tinyurl.com/c68hqo. Buy ure own tix, meet at 6.40 upstairs "
4,@essell2 OK but she's no D.H. 
4,"@nicolacortese haha greta cam eup with tassle berry for tasmania and then named me sassle berry, i love it "
4,this weather is doing wonders for my mood 
4,"@UKDad glad you think so. They can be, as long as they're used properly "
4,is home now. Cooking Pho. Perfect for a rainy evening.   http://plurk.com/p/pbwog
4,@wolfenchild There hasn't been much in the way of tweeting from me lately either. I'm very happy to see you're back. 
4,"@britneyspears http://twitpic.com/3oknf - That looks ace, bet some blokes would kill to be in that position lol  xx"
4,@prempanicker hope ur wife is doing better now and hopefully will relieve you of your extra duties 
